Nama Pelanggan,Produk,Ulasan,Rating,Unnamed: 0
jessica,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",harga murah tapi barang bagus,5,690.0
r***a,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",bagus outernyaa,5,692.0
distaguvenilir,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",Nyesel beli 1 doang wkwkw,5,693.0
Sally,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","bagus, bahannya jg enak",5,694.0
l***i,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","salah pencet udah dirubah,sip sesuai pesanan,ok bajunya",5,695.0
Yanti,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","Barang bagus ,sesuai dengan pesanan jahitan rapi ,pengiriman cepat lagi 👍",5,696.0
P***l,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",Sesuai deskripsi. Mohon prosesnya dipercepat.,5,697.0
Clarissa,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","bahan nya ok..tp agak nerawang
ternyata ukuran L agak besar d sy 😅
tp overall ok 😊 sy suka",5,698.0
Naths,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","Maaf terlambat memberi ulasannya 🙏🏻
Secara keseluruhan, semua bagus. Terima kasih.",5,699.0
Mikeu,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",suka banget sm cardigan nya bagus,5,700.0
nurlaila,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","bagus banget, bahah nya jga enak, pokoknya keren, terimakasih",5,701.0
V***y,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",baguss,5,702.0
Raina,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","bagus banget sumpah. bahan adem, nyaman gak bilin gatel pokok nye enak fi pake lah",5,703.0
A***a,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","bagus kok, cuma ada sedikit bagian yg gak kejahit.",4,704.0
Abe,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","Bagus banget, harga murce tapi elegan,, 
kereeen, unt. aq yg BB 50 TB 159 ukuran S pass bgt, masih longgar dan nyaman,,
semoga produknya makin banyak pilihan yg bagus2
pu...",5,705.0
Sandy,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",bagus banget.ga nyesel,5,706.0
N***i,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","bahannya bagus,modelnya keren",5,707.0
Neny,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","barang sampe dgn selamat
pengiriman sesuai estimasi
packaging rapi
wrn dan size sesuai request
thanks ya seller 😊",5,708.0
Ani,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",mayan,4,709.0
Karlina,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","bahannya adem, enak dipakai",5,712.0
Aryani,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","halooo kak, brg udah sampe, cpt & sesuai yg sy inginkan, maaf g sempet video, lgs di cuci krn mau dipakai cardigan nya, thank you",5,713.0
reni,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",di BB 77 ( keadaan hamil) ukuran XXL nyaman bgt,5,714.0
c***o,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","entah kenapa cuttingnya agak aneh. tapi celananya nyaman dipakai, bahan juga oke. cocok utk celana tidur",4,715.0
Ismi,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",karetnya gampang banget melar,4,716.0
Agus,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",bahannya bagus rapih jahitannya,5,717.0
Isnugraika,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","jahitan rapi, pelayanan toko baik",5,718.0
A***a,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",Gede bgt,3,719.0
Sayu,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","bahannya sesuai deskripsi, cutting nya sedikit diperhatikan lagi ya. Overall good.",5,720.0
P***y,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",warnanya bagus dan pesanannya lancar dan sesuai. Terima kasih banyak seller,5,721.0
B***t,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",biar bintang yang bicara,5,722.0
Ina,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","Barang bagus,bahan halus
sesuai dgn foto
terima kasih 🙏☺️",5,723.0
F***y,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","Ukuran sesuai deskripsi, jahitan bagus, bahannya nyaman, seller ramah sekali, pengiriman cepat, mantap👍👍",5,724.0
A***a,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",c,5,725.0
Titan,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",Bagusss,5,726.0
rio,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",lucu,5,727.0
N***y,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","cocok memang buat celana santai di rumah, type bahan tipis dan ringan.",5,728.0
S***a,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","pémbelian kedua, Bahan adem. Jahitan lumayan rapi. Ukuran L pas , nyaman di pinggang.  Cengkraman karetnya nyaman. Yg pembelian pertama beli ukuran XL, agak kebesaran nam...",5,729.0
R,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",nyaman.. material cantik,5,730.0
U***k,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","pastiin sesuai ukurang pinggang,",5,731.0
h***h,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","bahannya adem bgt, bagus.. buat bb 52 tb158 ga ngetat tp pas gitu enak nyaman dipakenya.. warnanya juga bagus soft gt ga norak.. next bakal beli lg kayaknyaa hehe",5,733.0
Y***a,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","aduh ini celana nyaman bgt enteng longgar adem, ga berasa pake celana😂 udah pasti bakal beli lagi next time, suka bgt.",5,734.0
R***t,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",bahan adem dan halus,5,735.0
N***r,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",Oke.,5,736.0
A***f,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","bagus banget bahan dan modelnya, makasih",5,738.0
Evita,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","Bagus bahannya, cuttingnya jg rapi. Tp blm dicoba pas atau ngga dibadan. Thanks min",5,739.0
Muhammad,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",barangnya bagus warnanya cakep dan tidak terlalu tipis. pas lah,5,740.0
F***i,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","bagus banget sesuai deskripsi dan foto, bb 70 masih kegedean rekomen deh pokonya",5,743.0
Aisah,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","repurchase ke 2 kalinya, nungguin restock yg warna item ❤️❤️❤️🤏🥺✨️",5,746.0
T***a,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","Barang datang tepat waktu. Packaging rapi dan aman. Seller fast respond. Kualitas barang juga lumayan plus jahitannya lumayan rapi. Hanya saja, kolornya tidak seimbang an...",4,747.0
J***y,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","kebesaran sih .. musti pilih 1 nomor lebih kecil..tapi oke lah celananya utk harga segitu, rapih jahitannya",5,748.0
Sherry,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","bahan adem, barang bagus. hanya pelayanan dan pengiriman yg perlu ditingkatkan lg",4,750.0
vresly,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",celananya syakepp bgt,5,751.0
F***o,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",bahannya enak di pake,5,752.0
Yuni,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","udah beli ke 2x
bagus warna nya juga bagus",5,756.0
M***d,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",akan beli lagi,5,757.0
Rony,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",tinggi 162 bb 51 pas pakai L,5,758.0
A***y,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",Nyaman dipakai ✨. Jahitannya rapi.,5,759.0
Dyann,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",Kualitas bahan bagus 👍. Nyaman dipakai ✨. Model Celananya cantik 😍. Warnanya cantik 💚. Ukuran sesuai.,5,760.0
A***a,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",Ukuran sesuai. Jahitannya rapi. Nyaman dipakai ✨. Tidak menerawang. Model Celananya cantik 😍.,5,761.0
grace,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",celananya bagus cuma salah pilih size jadi ngk bisa dipake kegedean.,4,762.0
H***a,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",Nyaman dipakai ✨. Jahitannya rapi. Bahannya adem. Tidak menerawang.,5,763.0
Gina,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",Kualitas bahan bagus 👍 Jahitannya rapi Nyaman dipakai ✨ Bahan menyerap keringat,5,765.0
Lisa,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",Kualitas bahan bagus 👍. Ukuran sesuai. Warnanya cantik 💚. Model Celananya cantik 😍. Nyaman dipakai ✨. Jahitannya rapi. Bahannya adem. Tidak menerawang. Bahannya lembut...,5,766.0
Lisa,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",Kualitas bahan bagus 👍. Nyaman dipakai ✨. Bahannya adem.,5,767.0
Nugroho,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","sayangnya bahan tidak melar  jadi harus pilih ukuran yg sesuai biar nyaman, tapi over all mantaplah",5,768.0
yudith,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",Ukuran sesuai. Model Celananya cantik 😍. Nyaman dipakai ✨.,5,769.0
G***a,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","Kualitas bahan bagus, cantik, adem, nyaman dipakai, seller kooperatif banget, sangat membantu. Warna purple yg gak available diganti pink, cantik juga kok. Recommended 🌟",5,770.0
Adam,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","”Nyaman dipake & bahannya lembut”, kata Istri 😁",5,771.0
Feri,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",Kualitas bahan bagus 👍. Nyaman dipakai ✨. Warnanya cantik 💚. Model Celananya cantik 😍.,5,772.0
Dewi,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","Jahitan rapi cuma kebesaran ternyata, harusnya order size L tp gpp msh bs dipakai untuk tidur",5,773.0
i***n,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","Ukuran yg datang sesuai ,Kualitas bahan bagus 👍 Jahitannya rapi Nyaman dipakai ✨ Bahannya lembut",5,774.0
Sari,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","enak buat dipake dirumah, bahannya adem.. terina kasih",5,775.0
E***a,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",Ukuran sesuai. Model Celananya cantik 😍. Nyaman dipakai ✨. Jahitannya rapi. Warnanya cantik 💚. Bahannya lembut. Bahannya adem. Tidak menerawang.,5,776.0
F***a,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",Model Celananya cantik 😍Nyaman dipakai ✨,5,777.0
Kevin,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","Bahannya bagus, mau beli lg",5,778.0
R***y,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",Nyaman dipakai ✨ Bahannya adem Kualitas bahan bagus 👍,5,779.0
Norc,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","bagus bgt bahan,ukuran nya jga pas bgt.nyaman bgt buat pakai dirumah",5,780.0
A***a,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","oke, coba ada versi bukan make karet, tapi make tali ya.. bahan enak dan nyaman",5,781.0
F***l,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",Bahannya adem Ukuran sesuai,5,782.0
F***l,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",Warnanya cantik 💚 Bahannya lembut,5,783.0
Widia,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",barang jelek,2,784.0
Debbie,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",good quality sihh manteppp,5,785.0
Herzia,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",real pict,5,786.0
A***a,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",muat disaya yg beratnya 90kg bahan adem enak buat santai dirumah,5,787.0
Dewita,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","Karna lagi hamil mangkanya ambil size XXL, ternyata kegedean banget🤣🤣 tapi gpp biar pake celana longgar biar si dedenya nyaman.. Untuk celananya bagus, mungkin bakal Or...",5,788.0
d***a,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",bagus banget sumpahh tp sayang XL nya agak kegedean tapi bagus bgt kshsksjsjsknsndjdkksksks hsisndgysjsjsj,5,789.0
Jusuf,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","celana bahan nya bagus, mantap",5,791.0
Khinanti,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",Bahannya adem & nyaman.,5,792.0
Maria,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","info buat bb 60 dan tinggi 170 disaranin bgt beli yg XL yah, bakal sesuai pict gt, seneng makenya dan nyaman. ❤️",5,794.0
M***a,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",nyaman.ini order ke 2,5,795.0
A***s,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",ternyata kekecilan,4,796.0
E***a,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",Okeeeeee siiiiipppppp gooooooodddd thanks 🙏🏻👍,5,797.0
M***a,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","sukakk, nyaman bgt dpakenya",5,798.0
Herdi,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",respon cepat barang ok,5,799.0
G***e,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","salah ukuran
pesen L yang dateng S",2,800.0
P***n,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",mungin kalau lbh besar dan longgar bagus ya. aku beli 5 celana size L dan semua bagus diaku pakainya bahan jg ok. tapi yang ini dipinggan longgar sempit kebawah menuju pa...,5,801.0
N***y,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",bahannya licin. hehehe. oke lah Kak.. bagus kq..,5,802.0
Linda,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",barangnya bagus. saya beli hampir semua warna karena cocok.,5,803.0
s***y,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","bagus banget👍🏻
aku suka bahannya dan modelnya. karetnya pun gak sakit, enak dipakai",5,804.0
Sugito,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",sesuai pesanan,5,805.0
intan,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",best..,5,806.0
Syafitri,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",L kegedean bgt di akuu. harusnya M. suka bgt bahannya bagusss❤️,5,807.0
j***a,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","barang keren...bokin w suka
recommended deh",5,808.0
A***a,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","BAGUUSS.. ❤❤❤
ternyata baguuss banget, melebihi ekspektasi sih... harga murah tapi good quality. Apalgi kalau udah licin gak ada bekas lipatan bisa lebih cakeep .. mantap...",5,810.0
M***m,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",👍👍👍👍,5,811.0
F***g,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",👍👍👍👍👍,4,812.0
Herlidesmita,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",bahan nyaman. bagus dipakai,5,813.0
rose,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","pengiriman cepat👍👍 respon seller sangat baik, 
jahitan rapi, warna sesuai harapan, ukuran juga pas... thks
 seller 👍👍",5,814.0
S***i,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","Pembelian ke sekian, pokoknya bagus 😍",5,815.0
Dini,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","Bagus, harga terjangkau tapi keliatan  elegan",5,816.0
MARTI,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","udah 2 kali order di sini, jahitanya rapi, bahannya juga oke, ngak malu"" in kalau buat di jadiin kado buat temen...",5,817.0
S***i,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",Ini dah pembelian ke brp yah lupa hehee pokonya mh saya suka 😍 mksh yah kakaa,5,818.0
A***y,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",Baguss,5,819.0
F***a,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","ukuran pas dibadan, bahannya enak adem, sesuai dengan gambar, thanks 👍👍",5,820.0
D***a,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","Bagus dipaduin sama lingerie atau tanktop.. bahannya enak,",5,821.0
W***I,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","Barang nya bagus, jaitan rapi...hanya krn ada note : toleransi ukuran 2-3 cm...mungkin lain kali kalo beli harus minta diukur benar2 barangnya...
Seller nya ramah kok..ma...",5,822.0
Zhuzee,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",Bagus...sukaa😍👍🏻 Jahitannya rapi .warnanya bagus .ukurannya pas di badan..modelnya kereeen...puas pokoknya.,5,823.0
Juliana,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",sdh beberapa kl saya order dg warna2 lain..cakep modelnya dan rapih 👍👍,5,824.0
Lestari,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",bagusss... ukuran jg sesuai.. bahannya tidak tipis,5,825.0
Amel,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","Sebagus itu. Mana harganya murah, totally worth to buy, mau koleksi warna lain. BB 73 kg, T 153cm. Pake size XL masih longgar dibagian badan, cuma kalo angkat tangan, lan...",5,826.0
Y***i,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",nyesal..stlh beli ketemu di toko lain stgh harga lbh murah,3,827.0
Shinta,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",Cocok size dan warna spt yg aq inginkan. Thanks seller and toped,5,828.0
Melia,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","sesuai gambar, bajunya bagus,  terima kasih",5,829.0
Juliana,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",terima kasih outernya keren bgt aku suka ..model dan bahannya bagus 👍👍,5,830.0
S***i,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","Beli lg yg warna coral, sblmnya yg item, lutjuk outernya 😁👍",5,831.0
S***i,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",Bajunya cakeup dehh 👍 suka,5,832.0
Y***i,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","cakep pas dibadan, cuma sy pikir merahnya terang ternyata maron. krn jatohnya bagus jd gpp deh tetep puas",5,833.0
T***i,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",mantul pas sippp luar biasa,5,834.0
k***a,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","Outernya bagus banget, bahannya lembut",5,835.0
Ningsih,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",Ternyata merahnya maroon...saya butuh merah cabe...btw tks,4,836.0
H***y,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","sesuai pesanan, uk pas, fast respon, good service, recommended 👍🏻",5,837.0
Lina,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","Ternyata ukuran L dan XL masih kekecilan sm aku, tapi tak apa next time aku beli lg,suka ama bahan nya bagus.. 🥰",5,838.0
A***n,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","nyaman dipakai, mantap",5,839.0
T***n,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",Cakepppp,5,840.0
F***a,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","Bagus,  ukuran pas, jahitan rapi",5,841.0
V***a,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","ukuran pas, sesuai pesanan",5,842.0
Fania,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","Bahan tebal meskipun nerawang, jahitan rapih, modelnya bagus kekinian, nyaman ukurannya 👍 
Berkali2 beli di sini. Tak pernah mengecewakan",5,843.0
mariana,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","ukurannya pas, bahanya bagus, gak nyesel beli disini dengan harga murah kualitas bagus, pelayanannya juga bagus banget",5,844.0
A***a,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","Barang sesuai deskripsi, pengiriman cepat, thx",5,845.0
Bernadetha,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","ukurannya pas, jahitannya rapih jadi jatohnya pas di badan...pokoknya mantep 👍🏻👍🏻👌🤩",5,846.0
Reny,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","bbrp x beli baju ol gak cocok, dan baru kali ini beli baju ol merasa puas ...tks",5,847.0
Suwarni,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","Bahan, jahitan ok, puas dan bagus, deskripsi jelas mmg benar2 penting banget",5,848.0
Susy,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","✔️yg size M, pnjg bajunya +- 57 cm ✔️muat dipakai oleh saya yg berat badan 48kg tinggi 160cm, msh sdikit longgar (pnasaran jg ntah lbh cocok size S gak) ✔️packing trluar...",5,849.0
R***m,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",pas nyaman okelah,5,851.0
Dian,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","sesuai  gambar,bahan adem,model sesuai ,nyaman,jahitan rapih..pengiriman cepat top lah",5,852.0
Novila,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","suka banget belanja Disni, ukuran nya juga pas. udh ksekian beli dsni",5,853.0
Queen,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","ukuran pas, bahan bagus, kainnya jatuh, cocok buat outter dan  harga terjangkau.",5,854.0
Hexa,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",beli 10 barang.. yg dtg cuma 5 barang.. warna tdk sesuai deskripsi.. kecewaaaaa,1,855.0
M***a,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","produk sesuai deskripsi, bahan tipis sesuai, jahitan rapi, mantap, packing dan pengiirman ok",5,856.0
Rohany,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",bahan dan jahitannya baguus. tq,5,857.0
Linda,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",sumpah.. ga nyangka harga murah tapi ga murahan. dapat barang yg bagus.. puas banget.. akan jadi toko langganan nih.. Thanks ya,5,858.0
Ineke,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",sudah 2 kali beli disini puas.. cepet jg kirimnya.. pas n enak di pake nya .. thanks seller 🙏,5,859.0
Dina,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",Bagus banget aku ambil ukuran xl bb 57kg sengaja biar keliatan besar krn buat outer tp pas kok,5,860.0
Fernando,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",nice packaging. smoga yg dibeliin cocok,5,861.0
Ineke,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",cantik... jahitan n kain nya bagus..  Warnanya cantik 💚 Jahitannya rapi Bahannya adem Tebalnya pas! Bahannya lembut Bahan menyerap keringat,5,862.0
M***i,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",Ternyata warnanya bukan merah cabe tp msh ok lah..,4,863.0
sri,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",Warnanya cantik 💚 Jahitannya rapi Bahannya adem,5,864.0
Hana,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",seneng bajunya  sesuai  dan cepet sampe nya,5,866.0
Novi,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",Warnanya cantik 💚 Bahannya adem Tebalnya pas!,5,867.0
h***l,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","bahannya bagus, gak tipis murahan",5,868.0
L***n,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",Bagus 👍,5,869.0
Abdul,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",bagusss,5,870.0
