,Nama Pelanggan,Produk,Ulasan,Rating
760,Dyann,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",Kualitas bahan bagus 👍. Nyaman dipakai ✨. Model Celananya cantik 😍. Warnanya cantik 💚. Ukuran sesuai.,5
761,A***a,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",Ukuran sesuai. Jahitannya rapi. Nyaman dipakai ✨. Tidak menerawang. Model Celananya cantik 😍.,5
762,grace,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",celananya bagus cuma salah pilih size jadi ngk bisa dipake kegedean.,4
763,H***a,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",Nyaman dipakai ✨. Jahitannya rapi. Bahannya adem. Tidak menerawang.,5
765,Gina,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",Kualitas bahan bagus 👍 Jahitannya rapi Nyaman dipakai ✨ Bahan menyerap keringat,5
766,Lisa,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",Kualitas bahan bagus 👍. Ukuran sesuai. Warnanya cantik 💚. Model Celananya cantik 😍. Nyaman dipakai ✨. Jahitannya rapi. Bahannya adem. Tidak menerawang. Bahannya lembut...,5
767,Lisa,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",Kualitas bahan bagus 👍. Nyaman dipakai ✨. Bahannya adem.,5
768,Nugroho,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","sayangnya bahan tidak melar  jadi harus pilih ukuran yg sesuai biar nyaman, tapi over all mantaplah",5
769,yudith,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",Ukuran sesuai. Model Celananya cantik 😍. Nyaman dipakai ✨.,5
770,G***a,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","Kualitas bahan bagus, cantik, adem, nyaman dipakai, seller kooperatif banget, sangat membantu. Warna purple yg gak available diganti pink, cantik juga kok. Recommended 🌟",5
771,Adam,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","”Nyaman dipake & bahannya lembut”, kata Istri 😁",5
772,Feri,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",Kualitas bahan bagus 👍. Nyaman dipakai ✨. Warnanya cantik 💚. Model Celananya cantik 😍.,5
773,Dewi,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","Jahitan rapi cuma kebesaran ternyata, harusnya order size L tp gpp msh bs dipakai untuk tidur",5
774,i***n,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","Ukuran yg datang sesuai ,Kualitas bahan bagus 👍 Jahitannya rapi Nyaman dipakai ✨ Bahannya lembut",5
775,Sari,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","enak buat dipake dirumah, bahannya adem.. terina kasih",5
776,E***a,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",Ukuran sesuai. Model Celananya cantik 😍. Nyaman dipakai ✨. Jahitannya rapi. Warnanya cantik 💚. Bahannya lembut. Bahannya adem. Tidak menerawang.,5
777,F***a,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",Model Celananya cantik 😍Nyaman dipakai ✨,5
778,Kevin,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","Bahannya bagus, mau beli lg",5
779,R***y,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",Nyaman dipakai ✨ Bahannya adem Kualitas bahan bagus 👍,5
780,Norc,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","bagus bgt bahan,ukuran nya jga pas bgt.nyaman bgt buat pakai dirumah",5
781,A***a,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","oke, coba ada versi bukan make karet, tapi make tali ya.. bahan enak dan nyaman",5
782,F***l,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",Bahannya adem Ukuran sesuai,5
783,F***l,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",Warnanya cantik 💚 Bahannya lembut,5
784,Widia,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",barang jelek,2
785,Debbie,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",good quality sihh manteppp,5
786,Herzia,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",real pict,5
787,A***a,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",muat disaya yg beratnya 90kg bahan adem enak buat santai dirumah,5
788,Dewita,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","Karna lagi hamil mangkanya ambil size XXL, ternyata kegedean banget🤣🤣 tapi gpp biar pake celana longgar biar si dedenya nyaman.. Untuk celananya bagus, mungkin bakal Or...",5
789,d***a,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",bagus banget sumpahh tp sayang XL nya agak kegedean tapi bagus bgt kshsksjsjsknsndjdkksksks hsisndgysjsjsj,5
791,Jusuf,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","celana bahan nya bagus, mantap",5
792,Khinanti,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",Bahannya adem & nyaman.,5
794,Maria,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","info buat bb 60 dan tinggi 170 disaranin bgt beli yg XL yah, bakal sesuai pict gt, seneng makenya dan nyaman. ❤️",5
795,M***a,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",nyaman.ini order ke 2,5
796,A***s,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",ternyata kekecilan,4
797,E***a,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",Okeeeeee siiiiipppppp gooooooodddd thanks 🙏🏻👍,5
798,M***a,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","sukakk, nyaman bgt dpakenya",5
799,Herdi,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",respon cepat barang ok,5
800,G***e,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","salah ukuran
pesen L yang dateng S",2
801,P***n,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",mungin kalau lbh besar dan longgar bagus ya. aku beli 5 celana size L dan semua bagus diaku pakainya bahan jg ok. tapi yang ini dipinggan longgar sempit kebawah menuju pa...,5
802,N***y,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",bahannya licin. hehehe. oke lah Kak.. bagus kq..,5
803,Linda,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",barangnya bagus. saya beli hampir semua warna karena cocok.,5
804,s***y,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","bagus banget👍🏻
aku suka bahannya dan modelnya. karetnya pun gak sakit, enak dipakai",5
805,Sugito,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",sesuai pesanan,5
806,intan,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",best..,5
807,Syafitri,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S",L kegedean bgt di akuu. harusnya M. suka bgt bahannya bagusss❤️,5
808,j***a,"HanaFashion - Charlotte Short Pants Celana Pendek Wanita - SP050 - Purple, S","barang keren...bokin w suka
recommended deh",5
810,A***a,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","BAGUUSS.. ❤❤❤
ternyata baguuss banget, melebihi ekspektasi sih... harga murah tapi good quality. Apalgi kalau udah licin gak ada bekas lipatan bisa lebih cakeep .. mantap...",5
811,M***m,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",👍👍👍👍,5
812,F***g,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",👍👍👍👍👍,4
813,Herlidesmita,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",bahan nyaman. bagus dipakai,5
814,rose,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","pengiriman cepat👍👍 respon seller sangat baik, 
jahitan rapi, warna sesuai harapan, ukuran juga pas... thks
 seller 👍👍",5
815,S***i,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","Pembelian ke sekian, pokoknya bagus 😍",5
816,Dini,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","Bagus, harga terjangkau tapi keliatan  elegan",5
817,MARTI,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","udah 2 kali order di sini, jahitanya rapi, bahannya juga oke, ngak malu"" in kalau buat di jadiin kado buat temen...",5
818,S***i,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",Ini dah pembelian ke brp yah lupa hehee pokonya mh saya suka 😍 mksh yah kakaa,5
819,A***y,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",Baguss,5
820,F***a,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","ukuran pas dibadan, bahannya enak adem, sesuai dengan gambar, thanks 👍👍",5
821,D***a,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","Bagus dipaduin sama lingerie atau tanktop.. bahannya enak,",5
822,W***I,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","Barang nya bagus, jaitan rapi...hanya krn ada note : toleransi ukuran 2-3 cm...mungkin lain kali kalo beli harus minta diukur benar2 barangnya...
Seller nya ramah kok..ma...",5
823,Zhuzee,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",Bagus...sukaa😍👍🏻 Jahitannya rapi .warnanya bagus .ukurannya pas di badan..modelnya kereeen...puas pokoknya.,5
824,Juliana,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",sdh beberapa kl saya order dg warna2 lain..cakep modelnya dan rapih 👍👍,5
825,Lestari,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",bagusss... ukuran jg sesuai.. bahannya tidak tipis,5
826,Amel,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","Sebagus itu. Mana harganya murah, totally worth to buy, mau koleksi warna lain. BB 73 kg, T 153cm. Pake size XL masih longgar dibagian badan, cuma kalo angkat tangan, lan...",5
827,Y***i,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",nyesal..stlh beli ketemu di toko lain stgh harga lbh murah,3
828,Shinta,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",Cocok size dan warna spt yg aq inginkan. Thanks seller and toped,5
829,Melia,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","sesuai gambar, bajunya bagus,  terima kasih",5
830,Juliana,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",terima kasih outernya keren bgt aku suka ..model dan bahannya bagus 👍👍,5
831,S***i,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","Beli lg yg warna coral, sblmnya yg item, lutjuk outernya 😁👍",5
832,S***i,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",Bajunya cakeup dehh 👍 suka,5
833,Y***i,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","cakep pas dibadan, cuma sy pikir merahnya terang ternyata maron. krn jatohnya bagus jd gpp deh tetep puas",5
834,T***i,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",mantul pas sippp luar biasa,5
835,k***a,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","Outernya bagus banget, bahannya lembut",5
836,Ningsih,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",Ternyata merahnya maroon...saya butuh merah cabe...btw tks,4
837,H***y,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","sesuai pesanan, uk pas, fast respon, good service, recommended 👍🏻",5
838,Lina,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","Ternyata ukuran L dan XL masih kekecilan sm aku, tapi tak apa next time aku beli lg,suka ama bahan nya bagus.. 🥰",5
839,A***n,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","nyaman dipakai, mantap",5
840,T***n,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",Cakepppp,5
841,F***a,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","Bagus,  ukuran pas, jahitan rapi",5
842,V***a,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","ukuran pas, sesuai pesanan",5
843,Fania,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","Bahan tebal meskipun nerawang, jahitan rapih, modelnya bagus kekinian, nyaman ukurannya 👍 
Berkali2 beli di sini. Tak pernah mengecewakan",5
844,mariana,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","ukurannya pas, bahanya bagus, gak nyesel beli disini dengan harga murah kualitas bagus, pelayanannya juga bagus banget",5
845,A***a,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","Barang sesuai deskripsi, pengiriman cepat, thx",5
846,Bernadetha,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","ukurannya pas, jahitannya rapih jadi jatohnya pas di badan...pokoknya mantep 👍🏻👍🏻👌🤩",5
847,Reny,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","bbrp x beli baju ol gak cocok, dan baru kali ini beli baju ol merasa puas ...tks",5
848,Suwarni,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","Bahan, jahitan ok, puas dan bagus, deskripsi jelas mmg benar2 penting banget",5
849,Susy,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","✔️yg size M, pnjg bajunya +- 57 cm ✔️muat dipakai oleh saya yg berat badan 48kg tinggi 160cm, msh sdikit longgar (pnasaran jg ntah lbh cocok size S gak) ✔️packing trluar...",5
851,R***m,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",pas nyaman okelah,5
852,Dian,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","sesuai  gambar,bahan adem,model sesuai ,nyaman,jahitan rapih..pengiriman cepat top lah",5
853,Novila,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","suka banget belanja Disni, ukuran nya juga pas. udh ksekian beli dsni",5
854,Queen,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","ukuran pas, bahan bagus, kainnya jatuh, cocok buat outter dan  harga terjangkau.",5
855,Hexa,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",beli 10 barang.. yg dtg cuma 5 barang.. warna tdk sesuai deskripsi.. kecewaaaaa,1
856,M***a,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","produk sesuai deskripsi, bahan tipis sesuai, jahitan rapi, mantap, packing dan pengiirman ok",5
857,Rohany,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",bahan dan jahitannya baguus. tq,5
858,Linda,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",sumpah.. ga nyangka harga murah tapi ga murahan. dapat barang yg bagus.. puas banget.. akan jadi toko langganan nih.. Thanks ya,5
859,Ineke,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",sudah 2 kali beli disini puas.. cepet jg kirimnya.. pas n enak di pake nya .. thanks seller 🙏,5
860,Dina,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",Bagus banget aku ambil ukuran xl bb 57kg sengaja biar keliatan besar krn buat outer tp pas kok,5
861,Fernando,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",nice packaging. smoga yg dibeliin cocok,5
862,Ineke,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",cantik... jahitan n kain nya bagus..  Warnanya cantik 💚 Jahitannya rapi Bahannya adem Tebalnya pas! Bahannya lembut Bahan menyerap keringat,5
863,M***i,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",Ternyata warnanya bukan merah cabe tp msh ok lah..,4
864,sri,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",Warnanya cantik 💚 Jahitannya rapi Bahannya adem,5
866,Hana,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",seneng bajunya  sesuai  dan cepet sampe nya,5
867,Novi,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",Warnanya cantik 💚 Bahannya adem Tebalnya pas!,5
868,h***l,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","bahannya bagus, gak tipis murahan",5
869,L***n,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",Bagus 👍,5
870,Abdul,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",bagusss,5
872,Rista,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",ya,5
873,K***a,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","model nya baghs, cuman cutting nya agak gak pas buat yg punya body gemuk, di tangan agak gak leluasa",4
874,H***y,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","Kualitas sesuai dgn harga
Pengiriman lama, barang sampai melebihi estimasi pesanan padahal sama2 di jakarta..
Harap tingkatkan lagi untuk pelayanan nya ya!",4
875,B***e,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","Awal beli yg varian beige tu bagus banget.
Trus kepengen yg white.
Tp ternyata mengecewakan.
Prosesnya lama, warna kain leher dan badan berbeda. Jadi aneh.",4
876,MayaOliviaa,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","bagusss, sukaaaaaaa bangetttt😍😍😍",5
877,Sharon,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",bahan oke banget. suka banget. makasih kak,5
878,N***i,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",Bagus. Keren.,5
879,F***i,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",Warnanya cantik 💚. Bahannya adem. Jahitannya rapi.,5
881,maya,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",i,4
882,L***y,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",Hati hati belanja di sini,3
883,Wiening,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",harga termasul murah sih... kwalitas bagus,5
885,Y***i,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","Harganya murah meriah dengan kualitas segini, ini worth it banget",5
886,Hanna,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",ukuran XL ternyata masih kecil. Tapi produknya sesuai gambar dan deskripsi.,5
888,K***i,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","keren Outernya, bahannya jatuh, cuma ukurannya kecil,pas buat anak masuk remaja...",5
889,Relani,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",barangnya bagus banget salernya jg ramah banget,5
891,I***l,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",bahanya bagus,5
893,Meta,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",mantul,5
894,H***i,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",outer nya bagus..thanks,5
895,Isna,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",Bahannya lembut. Warnanya cantik 💚. Tebalnya pas!. Bahan menyerap keringat. Jahitannya rapi. Bahannya adem.,5
896,n***a,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",Warnanya cantik 💚.,5
897,F***y,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",Jahitannya rapi.,5
898,Febriyudi,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",Warnanya cantik 💚. Bahan menyerap keringat. Jahitannya rapi. Tebalnya pas!.,5
899,Silvy,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","outer ya lucu banget,sesuai deskripsi,lain kali shopping disini lagi❤️Warnanya cantik 💚. Jahitannya rapi.",5
900,desynoer,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",Warnanya cantik 💚. Bahannya lembut. Jahitan rapi?! Saya sudah punya 4 product dari toko ini so far excellent!,5
901,G***l,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","BAGUSSS BANGETTTT❤️❤️
Ga begitu nerawang dan modelnya batwing trs jahitannya jg rapi tapi sayang bahannya agak panas kalau dipake overall okee kok🤩",5
902,B***e,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","Seller responsif. Proses dan pengiriman lumayan cepat.
Tp bungkus robek dan terlihat isinya.
Ekspektasi bahan chiffon yg lembut, realita chiffon agak kasar, tp ya sesuai...",5
903,d***o,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","Barang bagus pengiriman cepat , belum di coba semoga cocok",5
904,M***y,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","bagus, cukup memuaskan... jahitan rapi, mirip dengan yg di foto.",5
905,raswanti,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",makasih seller... bagus bangeutttss deh pas lagi di aku,5
906,Cyntia,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",Barang sesuai deskripsi dan pengiriman cepat,5
907,M***d,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","Rekomend seller, barang bagus sesuai deskripsi, seller juga komunikatif, memberikan update infonya",5
908,F***r,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",Bahannya lembut,5
909,t***a,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",Warnanya cantik 💚 Bahannya lembut Bahannya adem,5
910,Agus,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",ok bngt,5
913,Taufik,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",produk bagus dan sesuai dengan gambar.Pengiriman cepat.tks.,5
915,Amaranti,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","Barang bagus dengan harga bersahabat, pelayanan ramah dan cepat",5
917,Ita,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",lumayan. sesuai harga,4
918,M***a,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",tipis dan nerawang iya sesuai hargalah,4
919,A***L,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",Proses cepat & kualitas ok,5
920,Creditian,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","Barangnya bagus cuma layanan aga nyebelin cuma mau batalin pesanan ganti ukuran dari S ke M ga bisa, toko lain ga pernah ada masalah. Untungnya barang lumayan melar jadi...",4
921,D***e,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",terbaikkk,5
922,michele,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","wajib naikin 1 size dr normal y , sesuaiiii",5
923,Rendy,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",terimakasih produknya sesuai deskripsi,5
924,rika,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","bagus bangett, bahannya adem enakk kaya brand2 mahal. cuma menurut aku size nya agak rancu karna kalau ukur sesuai deskripsi size aku harusnya xl/xxl tapi aku beli L masi...",5
926,K***a,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","ukuran pas, bahan adem, pengiriman cepat. terimakasih banyak",5
927,Cyrilla,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","buat harganya cukup oke sih, jahitannya kuat2 aja, bahannya juga oke
ini aku beli xxxl gede banget tapi panjangnya pas, ukurannya beneran sesuai size chart sih",4
928,K***n,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",paass,5
929,Fenny,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",Jahitannya gak lurus 🥺,3
930,T***n,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",tq,5
932,M***l,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","Barangnya halus, nyaman dipakai. thx seller, pelayananya juga cepat",5
934,Atsil,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",Wkwkwk kecil banget ukurannya. Bahan tipis. Yahhh harga segini aku tidak bisa komplen. Cukup lah mayan,4
936,M***a,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","Barang sesuai pesanan. Pengiriman cepat, packing aman. Bahan seperti di gambar, jahitan rapi. Ukuran xxxl agak longgar untuk saya bb 56, tinggi 150cm. Tapi masih nyaman d...",5
939,C***a,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","bener2 kain selapis, tapi jahitan rapi.untuk daleman dengan harga segitu cukup oke lah",4
940,R***a,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",ukurannya sesuai. warnanya agak abu2 bukan cream yg cerah.,4
941,K***y,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",barang sudah sampe...pas banget dibadan...suka juga sama kemben nya thanks kak😍,5
942,C***o,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",paket sdh sampai dan blm dites pas atau tdknya,4
943,Retno,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",udah beli kesekian kalinya saking nyaman dipake. bahannya adem (bahan kaos) ❤👍,5
944,Novi,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",puas dengan ukuran dan bahannya dan harga masi terjangkau. kondisi juga kain tidak luntur. overall barang bagus,5
945,M***d,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",bagus muat di aku BB 82 Alhamdulillah,5
